,train,val,test
2474721-B,True,False,False
2474739-B2,True,False,False
2474901-B,True,False,False
2475011-B2,True,False,False
2475022-B,True,False,False
2475126-B2,True,False,False
2476242-B2,True,False,False
2476250-B2,True,False,False
2476295-B3,True,False,False
2476391-B2,True,False,False
2476834-B3,True,False,False
2476856-B2,True,False,False
2476983-B,True,False,False
2476984-B2,True,False,False
2477039-B,True,False,False
2477053-B3,True,False,False
2477058-B2,True,False,False
2477285-B2,True,False,False
2477476-B2,True,False,False
2477541-B2,True,False,False
2477577-B3,True,False,False
2477668-B3,True,False,False
2477670-B2,True,False,False
2477695-B2,True,False,False
2477809-B3,True,False,False
2477949-B2,True,False,False
2477977-B3,True,False,False
2478091-B4,True,False,False
2481723-B2,True,False,False
2481750-B2,True,False,False
2482055-B2,True,False,False
2482056-B4,True,False,False
2482056-B9,True,False,False
2482461-B2,True,False,False
2482956-B,True,False,False
2482957-B2,True,False,False
2482964-B2,True,False,False
2482969-B,True,False,False
2483014-B4,True,False,False
2483211-B2,True,False,False
2483215-B5,True,False,False
2483215-B6,True,False,False
2483363-B3,True,False,False
2483768-B4,True,False,False
2483862-B2,True,False,False
2483961-B3,True,False,False
2483973-B1,True,False,False
2483993-B2,True,False,False
2484004-B2,True,False,False
2484209-B2,True,False,False
2484220-B3,True,False,False
2484301-B2,True,False,False
2484312-B2,True,False,False
2484633-B2,True,False,False
2484727-B2,True,False,False
2484734-B5,True,False,False
2484743-B4,True,False,False
2484771-B3,True,False,False
2484791-B3,True,False,False
2485259-B6,True,False,False
2485275-B2,True,False,False
2485322-B2,True,False,False
2485517-B2,True,False,False
2485635-B2,True,False,False
2485803-B2,True,False,False
2485969-B2,True,False,False
2486100-B,True,False,False
2486104-B2,True,False,False
2486165-B2,True,False,False
2486262-B4,True,False,False
2486653-B2,True,False,False
2486653-B3,True,False,False
2486687-B3,True,False,False
2486812-B2,True,False,False
2486813-B2,True,False,False
2486833-B2,True,False,False
2487140-B2,True,False,False
2487146-B2,True,False,False
2487274-B2,True,False,False
2487376-B2,True,False,False
2487558-B2,True,False,False
2487651-B,True,False,False
2487656-B4,True,False,False
2487664-B2,True,False,False
2487941-B2,True,False,False
2488044-B2,True,False,False
2488050-B3,True,False,False
2488330-B2,True,False,False
2488344-B2,True,False,False
2488767-B,True,False,False
2488806-B2,True,False,False
2489131-B3,True,False,False
2489182-B2,True,False,False
2489203-B,True,False,False
2490526B3,True,False,False
2490547B2,True,False,False
2490750B4,True,False,False
2490820B2,True,False,False
2490820B3,True,False,False
2490837B2,True,False,False
2490844B1,True,False,False
2490972B8,True,False,False
2491191B2,True,False,False
25001939B2,True,False,False
25001965B2,True,False,False
25001966B2,True,False,False
25002238B,True,False,False
25002388B2,True,False,False
25002472B2,True,False,False
25002496B2,True,False,False
25002663B5,True,False,False
25002744B2,True,False,False
25002788B2,True,False,False
25002789B2,True,False,False
25002804B2,True,False,False
25002898B2,True,False,False
25002906B2,True,False,False
25003038B2,True,False,False
25009124B2,True,False,False
25009148B4,True,False,False
25009297B,True,False,False
25009367B2,True,False,False
25009539B3,True,False,False
25009578B4,True,False,False
25009747B,True,False,False
25009756B2,True,False,False
25012148B3,True,False,False
25012170B5,True,False,False
25012175B4,True,False,False
25012253B3,True,False,False
25012485B2,True,False,False
25012785B2,True,False,False
25012915B2,True,False,False
25012919B8,True,False,False
25012919B9,True,False,False
25013023B2,True,False,False
25013062B3,True,False,False
25013162B2,True,False,False
25013189B2,True,False,False
25013189B3,True,False,False
25013352B2,True,False,False
25013871B6,True,False,False
25014160B2,True,False,False
25014217B2,True,False,False
25014217B3,True,False,False
25014268B,True,False,False
25014684B,True,False,False
25015064B,True,False,False
25015070B2,True,False,False
25015087B2,True,False,False
25015101B2,True,False,False
25015190B2,True,False,False
25015204B2,True,False,False
25015488B2,True,False,False
25015495B4,True,False,False
25015607B2,True,False,False
25015625B2,True,False,False
25015811B3,True,False,False
25015811B4,True,False,False
25015820B,True,False,False
25016077B2,True,False,False
25016088B2,True,False,False
25016903B4,True,False,False
25016905B4,True,False,False
25017089B2,True,False,False
25017218B3,True,False,False
25017220B2,True,False,False
25017227B2,True,False,False
25017338B3,True,False,False
25017341B4,True,False,False
25017355B1,True,False,False
25017372B2,True,False,False
25017383B2,True,False,False
25017515B2,True,False,False
25017539B3,True,False,False
25017711B,True,False,False
25017716B2,True,False,False
25017718B2,True,False,False
25017738B2,True,False,False
25017932B2,True,False,False
25017948B3,True,False,False
25018050B2,True,False,False
25018584B,True,False,False
25018910B2,True,False,False
25019081B3,True,False,False
25019102B4,True,False,False
25019107B,True,False,False
25019283B2,True,False,False
25019352B2,True,False,False
25019776B2,True,False,False
25019790B2,True,False,False
25019806B2,True,False,False
25020257B2,True,False,False
25020263B2,True,False,False
25020282B2,True,False,False
25020291B2,True,False,False
25020573B3,True,False,False
25020717B2,True,False,False
25020760B3,True,False,False
25021120B4,True,False,False
25021164B2,True,False,False
25021171B2,True,False,False
25021481B2,True,False,False
25021538B2,True,False,False
25021575B4,True,False,False
25021622B4,True,False,False
25021640B3,True,False,False
25021667B2,True,False,False
25021668B2,True,False,False
25021893B2,True,False,False
25021894B3,True,False,False
25021901B2,True,False,False
25021911B2,True,False,False
25021973B2,True,False,False
25022019B2,True,False,False
25022262B2,True,False,False
25022278B2,True,False,False
25022330B2,True,False,False
25022343B3,True,False,False
25022354B2,True,False,False
25022406B2,True,False,False
25023184B2,True,False,False
25023590B3,True,False,False
25023590B4,True,False,False
25023690B3,True,False,False
25023814B,True,False,False
25023869B3,True,False,False
25023869B4,True,False,False
25023936B2,True,False,False
25024142B2,True,False,False
25024243B2,True,False,False
25024310B3,True,False,False
25024431B,True,False,False
25024688B2,True,False,False
25024698B4,True,False,False
25024709B2,True,False,False
25024878B3,True,False,False
25025083B2,True,False,False
25025096B2,True,False,False
25025102B2,True,False,False
25025262B2,True,False,False
25025298B2,True,False,False
25025506B,True,False,False
25025509B2,True,False,False
25025510B1,True,False,False
25025510B3,True,False,False
25025567B3,True,False,False
25025570B2,True,False,False
25025575B2,True,False,False
25025602B2,True,False,False
25025675B2,True,False,False
25025953B2,True,False,False
25025960B2,True,False,False
25026103B3,True,False,False
25026163B,True,False,False
25026180B2,True,False,False
25026254B2,True,False,False
25026291B2,True,False,False
25026669B2,True,False,False
25026740B2,True,False,False
25026798B2,True,False,False
25027122B2,True,False,False
25027167B2,True,False,False
25027290B2,True,False,False
2460943-B3,True,False,False
2462609-B2,True,False,False
2476286-B2,True,False,False
2477926-B4,True,False,False
2482111-B2,True,False,False
2483073-B3,True,False,False
2484660-B2,True,False,False
2484862-B3,True,False,False
2485276-B3,True,False,False
2485473-B2,True,False,False
2485536-B2,True,False,False
2485632-B,True,False,False
2486102-B2,True,False,False
2487043-B,True,False,False
2487053-B2,True,False,False
2487518-B,True,False,False
2487567-B2,True,False,False
2488040-B,True,False,False
2488302-B2,True,False,False
2488987-B2,True,False,False
2490980B,True,False,False
2491579B,True,False,False
25002510B2,True,False,False
25012737B4,True,False,False
25013062B2,True,False,False
25013189B4,True,False,False
25013629B6,True,False,False
25013977B2,True,False,False
25014298B2,True,False,False
25014627B3,True,False,False
25015052B3,True,False,False
25015191B2,True,False,False
25015215B2,True,False,False
25015421B3,True,False,False
25015471B,True,False,False
25015594B2,True,False,False
25015784B2,True,False,False
25015798B2,True,False,False
25015867B2,True,False,False
25017341B3,True,False,False
25017342B2,True,False,False
25017499B,True,False,False
25017730B2,True,False,False
25017923B,True,False,False
25017930B,True,False,False
25018478B2,True,False,False
25018956B3,True,False,False
25019094B8,True,False,False
25019273B,True,False,False
25019294B1,True,False,False
25019335B6,True,False,False
25019339B2,True,False,False
25019339B3,True,False,False
25019474B2,True,False,False
25019675B2,True,False,False
25019705B2,True,False,False
25020232B,True,False,False
25020556B4,True,False,False
25020714B4,True,False,False
25020799B5,True,False,False
25021277B4,True,False,False
25021555B2,True,False,False
25021665B2,True,False,False
25021672B,True,False,False
25021890B6,True,False,False
25022013B,True,False,False
25022344B2,True,False,False
25022458B2,True,False,False
25022584B2,True,False,False
25022613B2,True,False,False
25023174B2,True,False,False
25023327B3,True,False,False
25023687B3,True,False,False
25023687B4,True,False,False
25023828B,True,False,False
25023846B4,True,False,False
25023961B2,True,False,False
25024254B2,True,False,False
25024433B2,True,False,False
25024695B2,True,False,False
25024982B1,True,False,False
25025076B,True,False,False
25025087B,True,False,False
25025291B,True,False,False
25025293B2,True,False,False
25025616B,True,False,False
25025951B,True,False,False
25025954B3,True,False,False
25026285B2,True,False,False
25026782B3,True,False,False
25026797B2,True,False,False
25027131B2,True,False,False
25027181B3,True,False,False
25027181B5,True,False,False
25027193B,True,False,False
2462885-B2,False,True,False
25015870B3,False,True,False
25019376B2,False,True,False
2482607-B,False,True,False
2490963B2,False,True,False
25016829B2,False,True,False
2491226B2,False,True,False
25013465B2,False,True,False
2490978B2,False,True,False
25024982B2,False,True,False
2466881-B2,False,True,False
2486191-B,False,True,False
25021419B1,False,True,False
25024302B4,False,True,False
25027135B3,False,True,False
2485328-B2,False,True,False
2474140-B3,False,True,False
2469963-B2,False,True,False
2474718-B4,False,True,False
2468105-B2,False,True,False
2464943-B2,False,True,False
25017322B2,False,True,False
25015495B3,False,True,False
25014124B2,False,True,False
25002801B1,False,True,False
25002329B2,False,True,False
2463379-B4,False,True,False
25025245B2,False,True,False
2471442-B3,False,True,False
25014311B2,False,True,False
2466581-B1,False,True,False
25013878B2,False,True,False
25017539B2,False,True,False
25014265B2,False,True,False
25015422B,False,True,False
25018592B,False,True,False
25014318B,False,True,False
2488320-B3,False,True,False
25019284B2,False,True,False
25002391B2,False,True,False
2472316-B7,False,True,False
2485059-B2,False,True,False
2482947-B2,False,True,False
2472471-B2,False,True,False
2482886-B2,False,True,False
2472509-B6,False,True,False
2473212-B4,False,True,False
2460643-B,False,True,False
25016926B2,False,True,False
25019773B3,False,True,False
2476358-B2,False,True,False
25002073B3,False,True,False
2462920-B3,False,True,False
2482483-B2,False,True,False
2468442-B2,False,True,False
2482962-B2,False,True,False
25020714B2,False,True,False
2460399-B2,False,True,False
2473621-B3,False,True,False
25014226B2,False,True,False
25023934B2,False,True,False
25018002B2,False,True,False
25002897B2,False,True,False
2490964B2,False,True,False
25019508B4,False,True,False
2485303-B2,False,True,False
2483220-B1,False,True,False
25015622B2,False,True,False
2463404-B2,False,True,False
2484883-B2,False,True,False
2481703-B2,False,True,False
25026081B2,False,True,False
2491131B2,False,True,False
25024732B2,False,True,False
2462123-B2,False,True,False
2469004-B2,False,True,False
25015103B2,False,True,False
25023573B,False,True,False
2472509-B4,False,True,False
2483055-B2,False,True,False
2481696-B4,False,True,False
2461487-B2,False,True,False
2460242-B2,False,True,False
2473545-B2,False,True,False
2462987-B2,False,True,False
2475349-B2,False,True,False
25021260B2,False,True,False
2462921-B,False,True,False
2487388-B2,False,True,False
2473394-B2,False,True,False
25016915B2,False,True,False
2466703-B4,False,True,False
2462290-B2,False,True,False
25021474B,False,True,False
2466718-B,False,True,False
2471618-B3,False,True,False
2474638-B3,False,True,False
25012170B4,False,True,False
2469916-B2,False,True,False
2473272-B3,False,True,False
25009529B2,False,True,False
2488039-B2,False,True,False
2466893-B2,False,True,False
25015408B3,False,True,False
2461836-B2,False,True,False
2486845-B2,False,True,False
2461755-B3,False,True,False
2488932-B4,False,True,False
2484228-B,False,True,False
2488369-B2,False,True,False
2476376-B2,False,True,False
25016772B2,False,True,False
2463127-B3,False,True,False
25024855B3,False,True,False
2470260-B,False,True,False
25023016B6,False,True,False
25009294B2,False,True,False
25016801B2,False,True,False
25025788B2,False,True,False
2474150-B3,False,True,False
2475184-B2,False,True,False
25019379B,False,True,False
2465639-B2,False,True,False
2477814-B5,False,True,False
2466866-B,False,True,False
2462170-B4,False,True,False
2482992-B,False,True,False
25025567B4,False,True,False
25021196B2,False,True,False
2483850-B2,False,True,False
25009557B,False,True,False
25019503B,False,True,False
2460615-B4,False,True,False
25016031B2,False,True,False
25026103B2,False,True,False
25026499B3,False,True,False
25015191B3,False,True,False
25015496B,False,True,False
2463367-B2,False,True,False
25021890B4,False,True,False
25026144B3,False,True,False
25020799B3,False,True,False
2476693-B3,False,True,False
25025975B2,False,True,False
25016027B,False,True,False
25019294B2,False,True,False
2462468-B2,False,True,False
25025569B,False,True,False
2462939-B,False,True,False
25015640B5,False,True,False
25019629B2,False,True,False
25021735B5,False,True,False
25021922B2,False,True,False
25016827B2,False,True,False
25026144B2,False,True,False
25017592B3,False,True,False
25022584B3,False,True,False
25021558B2,False,True,False
25023930B2,False,False,True
25017354B5,False,False,True
2469505-B2,False,False,True
2473534-B2,False,False,True
2488477-B2,False,False,True
25001929B3,False,False,True
2483868-B4,False,False,True
25025297B,False,False,True
25018457B2,False,False,True
2469515-B2,False,False,True
2490860B2,False,False,True
25002504B2,False,False,True
2483846-B,False,False,True
25002328B2,False,False,True
25016785B2,False,False,True
25012760B2,False,False,True
2482952-B2,False,False,True
25012628B2,False,False,True
25017748B2,False,False,True
2486197-B2,False,False,True
25017518B2,False,False,True
2471452-B2,False,False,True
2468954-B2,False,False,True
25019468B2,False,False,True
25019621B2,False,False,True
25023687B2,False,False,True
25025109B2,False,False,True
2488475-B2,False,False,True
2477299-B2,False,False,True
25021894B2,False,False,True
2466884-B2,False,False,True
2466285-B,False,False,True
2461700-B2,False,False,True
25002366B6,False,False,True
2485805-B,False,False,True
2468720-B2,False,False,True
25018571B2,False,False,True
2491560B2,False,False,True
2482896-B2,False,False,True
2487246-B2,False,False,True
2477941-B2,False,False,True
2465608-B2,False,False,True
25015863B2,False,False,True
2460628-B2,False,False,True
25017320B2,False,False,True
25021197B2,False,False,True
25026075B2,False,False,True
2477473-B2,False,False,True
2468796-B3,False,False,True
2487143-B,False,False,True
2465243-B2,False,False,True
25017589B6,False,False,True
25017242B2,False,False,True
2477189-B3,False,False,True
2465202-B3,False,False,True
25009148B3,False,False,True
2460602-B,False,False,True
2484734-B4,False,False,True
2469023-B4,False,False,True
2476681-B2,False,False,True
2491191B3,False,False,True
2464812-B3,False,False,True
2484463-B2,False,False,True
2463647-B2,False,False,True
2471884-B2,False,False,True
25024983B2,False,False,True
25021662B2,False,False,True
2470647-B2,False,False,True
2486104-B1,False,False,True
2487237-B2,False,False,True
25015425B2,False,False,True
2491275B2,False,False,True
25021554B2,False,False,True
25012148B4,False,False,True
25017767B2,False,False,True
2460404-B3,False,False,True
25015234B2,False,False,True
2464438-B5,False,False,True
2474189-B7,False,False,True
2471921-B2,False,False,True
2476750-B,False,False,True
2469033-B2,False,False,True
2487935-B2,False,False,True
2461698-B,False,False,True
2488065-B3,False,False,True
2460239-B2,False,False,True
2466584-B,False,False,True
25022038B2,False,False,True
2465339-B2,False,False,True
25018453B2,False,False,True
25025240B,False,False,True
2488916-B2,False,False,True
25002907B3,False,False,True
2477118-B3,False,False,True
2469007-B2,False,False,True
2475159-B,False,False,True
2489137-B4,False,False,True
2469023-B2,False,False,True
2486859-B2,False,False,True
2485318-B2,False,False,True
25017211B2,False,False,True
2474188-B2,False,False,True
2461671-B2,False,False,True
2474704-B2,False,False,True
2488044-B3,False,False,True
2477274-B3,False,False,True
2476252-B2,False,False,True
25021918B4,False,False,True
25019384B2,False,False,True
25019716B2,False,False,True
25019621B4,False,False,True
2489331-B2,False,False,True
2477189-B2,False,False,True
25019457B2,False,False,True
25025251B,False,False,True
2464879-B2,False,False,True
25017073B2,False,False,True
25021291B2,False,False,True
2488769-B2,False,False,True
25012153B2,False,False,True
2487896-B2,False,False,True
2474631-B3,False,False,True
2477118-B4,False,False,True
2461672-B2,False,False,True
25017538B4,False,False,True
25021658B3,False,False,True
25023977B2,False,False,True
2488960-B2,False,False,True
25017500B,False,False,True
25024765B2,False,False,True
25027181B4,False,False,True
25021665B3,False,False,True
25023935B2,False,False,True
25025097B,False,False,True
25024855B4,False,False,True
25015608B2,False,False,True
25027181B6,False,False,True
25021421B2,False,False,True
2484791-B2,False,False,True
2488335-B,False,False,True
25026752B,False,False,True
2482883-B2,False,False,True
2485164-B2,False,False,True
25026509B,False,False,True
25023972B3,False,False,True
25002379B2,False,False,True
25020353B2,False,False,True
25021487B,False,False,True
25017355B4,False,False,True
25024875B2,False,False,True
25027181B2,False,False,True
2487063-B2,False,False,True
2476299-B2,False,False,True
25017739B2,False,False,True
25015640B3,False,False,True
25021277B3,False,False,True
2491552B,False,False,True
25026294B3,False,False,True
