,train,val,test
79,2469916-B2,2474721-B,2481750-B2
80,2469927-B2,2461677-B2,2483055-B2
81,2469963-B2,2462987-B2,2465989-B2
82,2470260-B,2463720-B7,25026798B2
83,2470405-B2,25021419B1,25015087B2
84,2470647-B2,25020573B3,2487388-B2
85,2470657-B3,2484734-B5,2482957-B2
86,2471072-B2,25015204B2,25014217B2
87,2471452-B2,2460242-B2,25025509B2
88,2471595-B3,25002907B3,2483993-B2
89,2471618-B3,2465243-B2,25015622B2
90,2471887-B,25018571B2,25015820B
91,2471957-B,2489331-B2,25017767B2
92,2471959-B2,25019716B2,25002663B5
93,2471963-B,25023690B3,25015863B2
94,2472316-B7,2465843-B2,2466159-B2
95,2472471-B2,25002789B2,2461671-B2
96,2472481-B2,25019468B2,25017089B2
97,2472500-B2,25027135B3,2488044-B3
98,2473218-B2,2463404-B2,25024688B2
99,2473266-B,2488039-B2,2486165-B2
100,2473272-B3,25009148B4,2465608-B2
101,2473534-B2,2468698-B2,25013023B2
102,2473545-B2,2463127-B3,25021662B2
103,2473545-B3,2466264-B2,2469849-B2
104,2473549-B,25015101B2,2466152-B2
105,2473608-B2,2482461-B2,2469969-B2
106,2473621-B3,2466584-B,25009529B2
107,2474140-B3,2472509-B4,25020760B3
108,2474150-B3,25017718B2,2485635-B2
109,2474188-B2,25019790B2,25016829B2
110,2474189-B7,2487237-B2,2466581-B1
111,2474337-B3,2484312-B2,2490844B1
112,2474626-B2,2463351-B4,25012919B9
113,2474638-B3,25018457B2,2474124-B2
114,2474739-B2,25025570B2,25012915B2
115,2474901-B,2472509-B6,2469047-B2
116,2475011-B2,2484301-B2,2488330-B2
117,2475159-B,25016903B4,25024243B2
118,2475184-B2,25018910B2,25021171B2
119,2475349-B2,2472505-B,25017383B2
120,2476242-B2,25012485B2,25023573B
121,2476252-B2,2473394-B2,2485969-B2
122,2476295-B3,25012919B8,25012170B5
123,2476376-B2,25017738B2,25002388B2
124,2476391-B2,2471237-B2,2469515-B2
125,2476681-B2,25015190B2,2471885-B2
126,2476750-B,25013189B3,25002788B2
127,2476856-B2,25036341B,25017592B3
128,2476983-B,25015496B,25029906B2
129,2476984-B2,25019094B8,25047972B2
130,2477053-B3,25058746B4,25017499B
131,2477118-B3,25054693B2,25019629B2
132,2477118-B4,25029179B,25031271B2
133,2477189-B2,25028010B3,25042830B2
134,2477189-B3,25045829B2,25059470B2
135,2477274-B3,25020799B5,25028014B6
136,2477285-B2,25044694B,2482111-B2
137,2477473-B2,25028010B2a,25046855B
138,2477476-B2,25027181B4,25032179B3
139,2477668-B3,25063371B2,25021890B6
140,2477670-B2,25031706B,25045625B3
141,2477695-B2,25030630B,25045403B
142,2477809-B3,25050888B3,25050345B2
143,2477941-B2,25027606B3,25023687B4
144,2477949-B2,25034940B8,25032146B2
145,2478091-B4,25022458B2,25031385B4
146,2481703-B2,25059686B2,2488040-B
147,2481723-B2,25055784B2,25025076B
148,2482055-B2,25016827B2,25052654B2
149,2482483-B2,25030998B2,2462939-B
150,2482886-B2,25020232B,25013629B6
151,2482896-B2,25063228B5,25045676B4
152,2482952-B2,25050888B2,25016027B
153,2482956-B,25058118B3,2484791-B2
154,2482964-B2,25022584B3,25063700B
155,2482969-B,25023687B3,25033894B2
156,2483014-B4,25052288B,25032789B2
157,2483211-B2,25026499B3,25055380B2
158,2483215-B5,25047835B3,25028862B2
159,2483215-B6,25047401B2,25027770B
160,2483220-B1,25027181B6,2485632-B
161,2483363-B3,25055857B2,25030619B2
162,2483846-B,25050984B2,25032360B2
163,2483862-B2,25050415B2,2488960-B2
164,2483868-B4,25063676B,25029425B2
165,2483961-B3,2485164-B2,25015191B3
166,2483973-B1,2487063-B2,25027718B2
167,2484004-B2,25020353B2,25022584B2
168,2484209-B2,25023174B2,25015215B2
169,2484228-B,25028014B5,25049999B2
170,2484633-B2,25025087B,25035354B2
171,2484727-B2,25021487B,25047538B2
172,2484734-B4,25020714B4,25017730B2
173,2484743-B4,25057854B3,25049669B3
174,2484791-B3,25030988B4,25035354B3
175,2484883-B2,25035354B,25025975B2
176,2485059-B2,25018478B2,25025616B
177,2485259-B6,25030157B4,25045625B1
178,2485275-B2,25015052B3,25031706B2
179,2485303-B2,25015798B2,25021421B2
180,2485318-B2,25029565B5,25015608B2
181,2485322-B2,25045450B2,2476299-B2
182,2485328-B2,25048256B2,25041732B
183,2485517-B2,25002510B2,25054212B
184,2485803-B2,25054130B2,25019273B
185,2485805-B,2484862-B3,25050862B2
186,2486100-B,25062444B,25031411B3
187,2486191-B,25045807B4,25017341B3
188,2486262-B4,2460943-B3,2487043-B
189,2486653-B3,25024433B2,25026285B2
190,2486812-B2,25033447B4,25046521B3
191,2486813-B2,25017355B4,25032626B2
192,2486845-B2,2488987-B2,25023972B3
193,2487146-B2,,
194,2487274-B2,,
195,2487376-B2,,
196,2487558-B2,,
197,2487651-B,,
198,2487656-B4,,
199,2487896-B2,,
200,2487941-B2,,
201,2488044-B2,,
202,2488050-B3,,
203,2488065-B3,,
204,2488320-B3,,
205,2488369-B2,,
206,2488475-B2,,
207,2488477-B2,,
208,2488767-B,,
209,2488806-B2,,
210,2488932-B4,,
211,2489131-B3,,
212,2489182-B2,,
213,2489203-B,,
214,2490750B4,,
215,2490820B3,,
216,2490837B2,,
217,2490860B2,,
218,2490963B2,,
219,2491191B3,,
220,2491226B2,,
221,2491275B2,,
222,2491560B2,,
223,25001929B3,,
224,25001939B2,,
225,25001965B2,,
226,25001966B2,,
227,25002073B3,,
228,25002238B,,
229,25002328B2,,
230,25002329B2,,
231,25002366B6,,
232,25002472B2,,
233,25002504B2,,
234,25002744B2,,
235,25002897B2,,
236,25002906B2,,
237,25003038B2,,
238,25009148B3,,
239,25009294B2,,
240,25009297B,,
241,25009539B3,,
242,25009578B4,,
243,25009756B2,,
244,25012148B3,,
245,25012148B4,,
246,25012153B2,,
247,25012170B4,,
248,25012175B4,,
249,25012253B3,,
250,25012628B2,,
251,25012760B2,,
252,25012785B2,,
253,25013189B2,,
254,25013352B2,,
255,25013465B2,,
256,25013871B6,,
257,25013878B2,,
258,25014124B2,,
259,25014160B2,,
260,25014217B3,,
261,25014265B2,,
262,25014268B,,
263,25014311B2,,
264,25014684B,,
265,25015103B2,,
266,25015408B3,,
267,25015422B,,
268,25015425B2,,
269,25015488B2,,
270,25015495B3,,
271,25015607B2,,
272,25015811B4,,
273,25015870B3,,
274,25016077B2,,
275,25016088B2,,
276,25016772B2,,
277,25016785B2,,
278,25016801B2,,
279,25016905B4,,
280,25016915B2,,
281,25017073B2,,
282,25017220B2,,
283,25017227B2,,
284,25017242B2,,
285,25017320B2,,
286,25017322B2,,
287,25017338B3,,
288,25017341B4,,
289,25017354B5,,
290,25017372B2,,
291,25017515B2,,
292,25017538B4,,
293,25017539B3,,
294,25017711B,,
295,25017716B2,,
296,25017932B2,,
297,25017948B3,,
298,25018002B2,,
299,25018050B2,,
300,25018453B2,,
301,25018584B,,
302,25018592B,,
303,25019081B3,,
304,25019102B4,,
305,25019284B2,,
306,25019352B2,,
307,25019379B,,
308,25019384B2,,
309,25019457B2,,
310,25019621B2,,
311,25019621B4,,
312,25019773B3,,
313,25019776B2,,
314,25019806B2,,
315,25020257B2,,
316,25020263B2,,
317,25020282B2,,
318,25020714B2,,
319,25020717B2,,
320,25021120B4,,
321,25021164B2,,
322,25021260B2,,
323,25021474B,,
324,25021538B2,,
325,25021554B2,,
326,25021575B4,,
327,25021640B3,,
328,25021658B3,,
329,25021667B2,,
330,25021668B2,,
331,25021894B2,,
332,25021894B3,,
333,25021901B2,,
334,25021911B2,,
335,25021918B4,,
336,25021973B2,,
337,25022019B2,,
338,25022038B2,,
339,25022343B3,,
340,25022354B2,,
341,25022406B2,,
342,25023184B2,,
343,25023590B3,,
344,25023687B2,,
345,25023814B,,
346,25023869B3,,
347,25023869B4,,
348,25023930B2,,
349,25023934B2,,
350,25023936B2,,
351,25024302B4,,
352,25024310B3,,
353,25024698B4,,
354,25024709B2,,
355,25024732B2,,
356,25024982B2,,
357,25024983B2,,
358,25025096B2,,
359,25025109B2,,
360,25025240B,,
361,25025245B2,,
362,25025262B2,,
363,25025298B2,,
364,25025506B,,
365,25025510B1,,
366,25025510B3,,
367,25025575B2,,
368,25025675B2,,
369,25025788B2,,
370,25025953B2,,
371,25025960B2,,
372,25026075B2,,
373,25026081B2,,
374,25026103B3,,
375,25026163B,,
376,25026180B2,,
377,25026254B2,,
378,25026291B2,,
379,25026669B2,,
380,25026740B2,,
381,25027167B2,,
382,25027290B2,,
383,2460615-B4,,
384,2462468-B2,,
385,2462609-B2,,
386,2463367-B2,,
387,2476286-B2,,
388,2476693-B3,,
389,2477926-B4,,
390,2482883-B2,,
391,2483073-B3,,
392,2483850-B2,,
393,2484660-B2,,
394,2485276-B3,,
395,2485473-B2,,
396,2485536-B2,,
397,2486102-B2,,
398,2487053-B2,,
399,2487518-B,,
400,2487567-B2,,
401,2488302-B2,,
402,2488335-B,,
403,2490980B,,
404,2491552B,,
405,2491579B,,
406,25002379B2,,
407,25009557B,,
408,25012737B4,,
409,25013062B2,,
410,25013189B4,,
411,25013977B2,,
412,25014298B2,,
413,25014627B3,,
414,25015191B2,,
415,25015421B3,,
416,25015471B,,
417,25015594B2,,
418,25015640B3,,
419,25015640B5,,
420,25015784B2,,
421,25015867B2,,
422,25016031B2,,
423,25017342B2,,
424,25017500B,,
425,25017739B2,,
426,25017923B,,
427,25017930B,,
428,25018956B3,,
429,25019294B1,,
430,25019294B2,,
431,25019335B6,,
432,25019339B2,,
433,25019339B3,,
434,25019474B2,,
435,25019503B,,
436,25019675B2,,
437,25019705B2,,
438,25020556B4,,
439,25020799B3,,
440,25021196B2,,
441,25021277B3,,
442,25021277B4,,
443,25021555B2,,
444,25021558B2,,
445,25021665B2,,
446,25021665B3,,
447,25021672B,,
448,25021735B5,,
449,25021890B4,,
450,25021922B2,,
451,25022013B,,
452,25022344B2,,
453,25022613B2,,
454,25023327B3,,
455,25023828B,,
456,25023846B4,,
457,25023935B2,,
458,25023961B2,,
459,25024254B2,,
460,25024695B2,,
461,25024765B2,,
462,25024855B4,,
463,25024875B2,,
464,25024982B1,,
465,25025097B,,
466,25025291B,,
467,25025293B2,,
468,25025567B4,,
469,25025569B,,
470,25025951B,,
471,25025954B3,,
472,25026103B2,,
473,25026144B2,,
474,25026144B3,,
475,25026294B3,,
476,25026509B,,
477,25026752B,,
478,25026782B3,,
479,25026797B2,,
480,25027131B2,,
481,25027181B2,,
482,25027181B3,,
483,25027181B5,,
484,25027193B,,
485,25027636B2,,
486,25027723B4,,
487,25028010B2,,
488,25028014B4,,
489,25028014B7,,
490,25028134B,,
491,25028147B3,,
492,25028151B2,,
493,25028151B3,,
494,25028186B2,,
495,25028210B2,,
496,25028514B,,
497,25028520B3,,
498,25028738B2,,
499,25028868B2,,
500,25028879B3,,
501,25028885B2,,
502,25029134B,,
503,25029425B,,
504,25029425B3,,
505,25029560B2,,
506,25029737B2,,
507,25030118B2,,
508,25030157B3,,
509,25030334B2,,
510,25030750B2,,
511,25031267B2,,
512,25031281B2,,
513,25031302B,,
514,25031387B2,,
515,25032143B2,,
516,25032143B3,,
517,25032245B2,,
518,25032788B4,,
519,25033169B1,,
520,25033178B4,,
521,25033211B,,
522,25033482B2,,
523,25033486B,,
524,25034245B2,,
525,25034327B2,,
526,25034929B2,,
527,25034940B10,,
528,25034940B11,,
529,25034940B12,,
530,25034940B9,,
531,25035882B3,,
532,25035882B4,,
533,25036226B4,,
534,25036333B3,,
535,25036340B1,,
536,25036634B2,,
537,25041763B,,
538,25042220B2,,
539,25042465B3,,
540,25043126B2,,
541,25043600B3,,
542,25045403B-1,,
543,25045403B2,,
544,25045450B5,,
545,25045625B2,,
546,25045801B1,,
547,25045801B2,,
548,25045839B,,
549,25046631B2,,
550,25047066B,,
551,25047067B2,,
552,25047077B2,,
553,25047088B,,
554,25047815B,,
555,25047844B2,,
556,25048633B2,,
557,25048669B2,,
558,25049966B2,,
559,25050326B,,
560,25050830B2,,
561,25051008B4,,
562,25051207B5,,
563,25052316B,,
564,25053425B2,,
565,25053683B2,,
566,25054130B1,,
567,25054489B3,,
568,25055681B2,,
569,25055778B2,,
570,25057856B2,,
571,25057858B2,,
572,25057865B1,,
573,25058118B4,,
574,25058627B2,,
575,25058713B2,,
576,25060539B2,,
577,25061727B2,,
578,25062891B4,,
579,25063642B,,
580,25063642B2,,
581,25063676B2,,
