,train,val,test
82,2470260-B,2466152-B2,25025240B
83,2470405-B2,25021901B2,25021640B3
84,2470647-B2,2483862-B2,2484734-B5
85,2471237-B2,25025096B2,2469505-B2
86,2471442-B3,25021894B3,2469019-B2
87,2471595-B3,2466884-B2,2482056-B4
88,2471618-B3,25021893B2,2461698-B
89,2471884-B2,2465608-B2,2460399-B2
90,2471885-B2,2483215-B6,2474626-B2
91,2471921-B2,25016903B4,2483846-B
92,2471957-B,2483215-B5,2464404-B5
93,2471959-B2,2488320-B3,25017220B2
94,2471963-B,25009756B2,2469024-B
95,2472453-B2,25014124B2,2483055-B2
96,2472465-B2,25020760B3,2463656-B2
97,2472471-B2,2477058-B2,25021662B2
98,2472481-B2,2466923-B2,25019806B2
99,2472500-B2,2484312-B2,25025251B
100,2472505-B,25025298B2,25001939B2
101,2472509-B4,2463720-B7,2462830-B4
102,2472509-B6,2469260-B3,25013162B2
103,2473212-B4,2466881-B2,2469029-B2
104,2473218-B2,25017383B2,2483220-B1
105,2473228-B2,25022262B2,2477473-B2
106,2473394-B2,25026798B2,2482962-B2
107,2473545-B2,25012915B2,2475011-B2
108,2473545-B3,25014217B3,25019468B2
109,2473549-B,2476834-B3,2469496-B
110,2473600-B3,2482957-B2,25009297B
111,2473608-B2,2482055-B2,2477039-B
112,2473621-B3,25016077B2,2469110-B3
113,2473623-B2,25018457B2,25012153B2
114,2473738-B3,2491226B2,2482952-B2
115,2474140-B3,25015820B,2462478-B2
116,2474150-B3,25021554B2,25021911B2
117,2474189-B7,2474901-B,2462293-B3
118,2474291-B2,25002496B2,2470657-B3
119,2474337-B3,25019352B2,2481723-B2
120,2474500-B2,25017242B2,2473534-B2
121,2474612-B2,2490978B2,25021658B3
122,2474638-B3,25025109B2,25020257B2
123,2474721-B,25023869B3,2484734-B4
124,2475184-B2,2462840-B5,25024982B2
125,2476295-B3,25024302B4,2464443-B
126,2476358-B2,25025788B2,2468419-B3
127,2476376-B2,2490980B,25023846B4
128,2476391-B2,25042465B3,25019294B1
129,2476750-B,25055778B2,25063676B2
130,2476856-B2,25032360B2,25047077B2
131,2476983-B,25014627B3,2476299-B2
132,2477053-B3,25030157B3,25027606B3
133,2477189-B2,25046631B2,2485536-B2
134,2477274-B3,25028520B3,2463367-B2
135,2477285-B2,25032179B3,25047972B2
136,2477476-B2,25050345B2,25028151B2
137,2477541-B2,25023687B4,2483073-B3
138,2477577-B3,25024765B2,25025293B2
139,2477695-B2,25033169B1,2476693-B3
140,2477809-B3,25029179B,25052316B
141,2477814-B5,25031706B2,25022613B2
142,2477941-B2,25021922B2,25058713B2
143,2477949-B2,25024433B2,25021890B4
144,2477977-B3,25024254B2,25030988B4
145,2481696-B4,25021890B6,25055857B2
146,2481703-B2,25033486B,25025954B3
147,2481750-B2,25029906B2,25015867B2
148,2482056-B9,2462939-B,25019335B6
149,2482483-B2,25029425B,25025087B
150,2482886-B2,25013189B4,25015640B3
151,2482896-B2,2484862-B3,25034940B10
152,2482947-B2,2460615-B4,2491579B
153,2482956-B,25045625B1,25055784B2
154,2483014-B4,25033894B2,2477926-B4
155,2483211-B2,25036634B2,25041732B
156,2483868-B4,25058627B2,25028151B3
157,2483961-B3,2483850-B2,25018956B3
158,2483973-B1,25036340B1,25021421B2
159,2483993-B2,25025567B4,25020799B3
160,2484004-B2,25045676B4,25017923B
161,2484209-B2,25026782B3,25050888B3
162,2484220-B3,2488302-B2,25019675B2
163,2484228-B,25028014B4,25022584B3
164,2484301-B2,25058118B3,25026509B
165,2484463-B2,25017730B2,25050984B2
166,2484633-B2,25025097B,25023174B2
167,2484743-B4,25028010B2,25032143B2
168,2484791-B3,25045403B,25036341B
169,2485059-B2,25023961B2,25028868B2
170,2485303-B2,25050415B2,25032626B2
171,2485318-B2,25032788B4,25019705B2
172,2485322-B2,25030157B4,25017341B3
173,2485635-B2,25015215B2,25047815B
174,2485803-B2,25034940B8,25057865B1
175,2485805-B,25015594B2,25049669B3
176,2486104-B1,25028134B,25063676B
177,2486165-B2,25026285B2,25043600B3
178,2486191-B,25051207B5,25017342B2
179,2486262-B4,25026499B3,25058746B4
180,2486653-B2,25020799B5,25024982B1
181,2486653-B3,2485164-B2,25043126B2
182,2486687-B3,25047066B,25047844B2
183,2486812-B2,2482883-B2,25053425B2
184,2486813-B2,25018478B2,25025975B2
185,2486833-B2,25034940B11,25021558B2
186,2487140-B2,25035354B3,25021555B2
187,2487143-B,25020232B,25059470B2
188,2487146-B2,25032143B3,25045450B5
189,2487237-B2,25015784B2,25027181B5
190,2487246-B2,25045403B-1,25021487B
191,2487274-B2,2460943-B3,25028738B2
192,2487376-B2,25042830B2,25013629B6
193,2487388-B2,,
194,2487558-B2,,
195,2487656-B4,,
196,2487896-B2,,
197,2487935-B2,,
198,2487941-B2,,
199,2488044-B2,,
200,2488050-B3,,
201,2488344-B2,,
202,2488369-B2,,
203,2488477-B2,,
204,2488767-B,,
205,2488769-B2,,
206,2488806-B2,,
207,2488916-B2,,
208,2489131-B3,,
209,2489182-B2,,
210,2489203-B,,
211,2489331-B2,,
212,2490526B3,,
213,2490750B4,,
214,2490820B2,,
215,2490820B3,,
216,2490837B2,,
217,2490860B2,,
218,2490963B2,,
219,2490972B8,,
220,2491131B2,,
221,2491191B2,,
222,2491191B3,,
223,2491275B2,,
224,2491560B2,,
225,25001965B2,,
226,25001966B2,,
227,25002238B,,
228,25002328B2,,
229,25002329B2,,
230,25002366B6,,
231,25002388B2,,
232,25002472B2,,
233,25002504B2,,
234,25002663B5,,
235,25002744B2,,
236,25002788B2,,
237,25002789B2,,
238,25002801B1,,
239,25002804B2,,
240,25002897B2,,
241,25002898B2,,
242,25002906B2,,
243,25002907B3,,
244,25003038B2,,
245,25009124B2,,
246,25009148B3,,
247,25009148B4,,
248,25009294B2,,
249,25009367B2,,
250,25009539B3,,
251,25009578B4,,
252,25009747B,,
253,25012148B3,,
254,25012170B4,,
255,25012175B4,,
256,25012253B3,,
257,25012760B2,,
258,25012785B2,,
259,25012919B8,,
260,25013023B2,,
261,25013189B2,,
262,25013189B3,,
263,25013352B2,,
264,25013465B2,,
265,25013871B6,,
266,25013878B2,,
267,25014160B2,,
268,25014226B2,,
269,25014265B2,,
270,25014268B,,
271,25014311B2,,
272,25014318B,,
273,25015087B2,,
274,25015103B2,,
275,25015190B2,,
276,25015204B2,,
277,25015234B2,,
278,25015488B2,,
279,25015495B4,,
280,25015607B2,,
281,25015622B2,,
282,25015625B2,,
283,25015811B3,,
284,25015811B4,,
285,25015870B3,,
286,25016088B2,,
287,25016772B2,,
288,25016785B2,,
289,25016801B2,,
290,25016829B2,,
291,25016905B4,,
292,25016915B2,,
293,25016926B2,,
294,25017073B2,,
295,25017211B2,,
296,25017218B3,,
297,25017320B2,,
298,25017322B2,,
299,25017341B4,,
300,25017355B1,,
301,25017515B2,,
302,25017518B2,,
303,25017538B4,,
304,25017539B2,,
305,25017539B3,,
306,25017589B6,,
307,25017711B,,
308,25017718B2,,
309,25017738B2,,
310,25017767B2,,
311,25017932B2,,
312,25017948B3,,
313,25018050B2,,
314,25018453B2,,
315,25018910B2,,
316,25019107B,,
317,25019283B2,,
318,25019284B2,,
319,25019376B2,,
320,25019379B,,
321,25019508B4,,
322,25019621B2,,
323,25019621B4,,
324,25019773B3,,
325,25020282B2,,
326,25020291B2,,
327,25021120B4,,
328,25021164B2,,
329,25021171B2,,
330,25021197B2,,
331,25021260B2,,
332,25021419B1,,
333,25021474B,,
334,25021481B2,,
335,25021538B2,,
336,25021575B4,,
337,25021622B4,,
338,25021667B2,,
339,25021894B2,,
340,25021918B4,,
341,25021973B2,,
342,25022278B2,,
343,25022330B2,,
344,25022354B2,,
345,25022406B2,,
346,25023016B6,,
347,25023184B2,,
348,25023573B,,
349,25023590B3,,
350,25023590B4,,
351,25023687B2,,
352,25023930B2,,
353,25023936B2,,
354,25023977B2,,
355,25024243B2,,
356,25024310B3,,
357,25024431B,,
358,25024688B2,,
359,25024698B4,,
360,25024878B3,,
361,25024983B2,,
362,25025245B2,,
363,25025262B2,,
364,25025297B,,
365,25025506B,,
366,25025509B2,,
367,25025510B1,,
368,25025510B3,,
369,25025570B2,,
370,25025602B2,,
371,25025675B2,,
372,25025960B2,,
373,25026075B2,,
374,25026081B2,,
375,25026103B3,,
376,25026163B,,
377,25026180B2,,
378,25026254B2,,
379,25026291B2,,
380,25026740B2,,
381,25027167B2,,
382,25027290B2,,
383,2462468-B2,,
384,2462609-B2,,
385,2476286-B2,,
386,2482111-B2,,
387,2484660-B2,,
388,2484791-B2,,
389,2485276-B3,,
390,2485473-B2,,
391,2485632-B,,
392,2486102-B2,,
393,2487043-B,,
394,2487053-B2,,
395,2487063-B2,,
396,2487518-B,,
397,2487567-B2,,
398,2488040-B,,
399,2488335-B,,
400,2488960-B2,,
401,2488987-B2,,
402,2491552B,,
403,25002379B2,,
404,25002510B2,,
405,25009557B,,
406,25012737B4,,
407,25013062B2,,
408,25013977B2,,
409,25014298B2,,
410,25015052B3,,
411,25015191B2,,
412,25015191B3,,
413,25015421B3,,
414,25015471B,,
415,25015496B,,
416,25015608B2,,
417,25015640B5,,
418,25015798B2,,
419,25016027B,,
420,25016031B2,,
421,25016827B2,,
422,25017355B4,,
423,25017499B,,
424,25017500B,,
425,25017592B3,,
426,25017739B2,,
427,25017930B,,
428,25019094B8,,
429,25019273B,,
430,25019294B2,,
431,25019339B2,,
432,25019339B3,,
433,25019474B2,,
434,25019503B,,
435,25019629B2,,
436,25020353B2,,
437,25020556B4,,
438,25020714B4,,
439,25021196B2,,
440,25021277B3,,
441,25021277B4,,
442,25021665B2,,
443,25021665B3,,
444,25021672B,,
445,25021735B5,,
446,25022013B,,
447,25022344B2,,
448,25022458B2,,
449,25022584B2,,
450,25023327B3,,
451,25023687B3,,
452,25023828B,,
453,25023935B2,,
454,25023972B3,,
455,25024695B2,,
456,25024855B4,,
457,25024875B2,,
458,25025076B,,
459,25025291B,,
460,25025569B,,
461,25025616B,,
462,25025951B,,
463,25026103B2,,
464,25026144B2,,
465,25026144B3,,
466,25026294B3,,
467,25026752B,,
468,25026797B2,,
469,25027131B2,,
470,25027181B2,,
471,25027181B3,,
472,25027181B4,,
473,25027181B6,,
474,25027193B,,
475,25027636B2,,
476,25027718B2,,
477,25027723B4,,
478,25027770B,,
479,25028010B2a,,
480,25028010B3,,
481,25028014B5,,
482,25028014B6,,
483,25028014B7,,
484,25028147B3,,
485,25028186B2,,
486,25028210B2,,
487,25028514B,,
488,25028862B2,,
489,25028879B3,,
490,25028885B2,,
491,25029134B,,
492,25029425B2,,
493,25029425B3,,
494,25029560B2,,
495,25029565B5,,
496,25029737B2,,
497,25030118B2,,
498,25030334B2,,
499,25030619B2,,
500,25030630B,,
501,25030750B2,,
502,25030998B2,,
503,25031267B2,,
504,25031271B2,,
505,25031281B2,,
506,25031302B,,
507,25031385B4,,
508,25031387B2,,
509,25031411B3,,
510,25031706B,,
511,25032146B2,,
512,25032245B2,,
513,25032789B2,,
514,25033178B4,,
515,25033211B,,
516,25033447B4,,
517,25033482B2,,
518,25034245B2,,
519,25034327B2,,
520,25034929B2,,
521,25034940B12,,
522,25034940B9,,
523,25035354B,,
524,25035354B2,,
525,25035882B3,,
526,25035882B4,,
527,25036226B4,,
528,25036333B3,,
529,25041763B,,
530,25042220B2,,
531,25044694B,,
532,25045403B2,,
533,25045450B2,,
534,25045625B2,,
535,25045625B3,,
536,25045801B1,,
537,25045801B2,,
538,25045807B4,,
539,25045829B2,,
540,25045839B,,
541,25046521B3,,
542,25046855B,,
543,25047067B2,,
544,25047088B,,
545,25047401B2,,
546,25047538B2,,
547,25047835B3,,
548,25048256B2,,
549,25048633B2,,
550,25048669B2,,
551,25049966B2,,
552,25049999B2,,
553,25050326B,,
554,25050830B2,,
555,25050862B2,,
556,25050888B2,,
557,25051008B4,,
558,25052288B,,
559,25052654B2,,
560,25053683B2,,
561,25054130B1,,
562,25054130B2,,
563,25054212B,,
564,25054489B3,,
565,25054693B2,,
566,25055380B2,,
567,25055681B2,,
568,25057854B3,,
569,25057856B2,,
570,25057858B2,,
571,25058118B4,,
572,25059686B2,,
573,25060539B2,,
574,25061727B2,,
575,25062444B,,
576,25062891B4,,
577,25063228B5,,
578,25063371B2,,
579,25063642B,,
580,25063642B2,,
581,25063700B,,
